anime_id,description
15751,"Long ago, there lived an evil being who reigned over the world through fear, called Satan Rchimedes. He invaded the human world with his many demon underlings, spreading madness and chaos everywhere. One thousand years ago, this menace was sealed by the hero Creation, and peace returned to the world.
Then, one day, a great hole suddenly appeared on the surface of the world, and a vast number of demons appeared. The king discerned that the menace Satan had returned after being sealed away for a thousand years, and decided to send the hero's descendants to battle him. He found 75 men. As one thousand years had passed, you see, it was difficult to tell who the hero's descendants were.
So the king declared that he would grant the title of ""true hero"" and great fortune to the one who defeated Satan, and ordered the new hero, Alba, and his warrior attendant, Ross, on a quest to bring down the evil Satan.
Though he struggles with lesser monsters and is even nearly killed by his partner Ross, Alba's quest to polish his fighting skills leads him to new places and new meetings that he had never expected. Battles, laughter, and emotional moments enhance this adventure tale of an incompetent hero and a sadistic warrior!
(Source: Crunchyroll)"
1852,"For years, Yuno has dreamed of attending Yamabuki Arts High School, but now that she's been accepted, it means the scary prospect of moving away from her home and family for the first time! Fortunately, Yuno quickly learns that if her new neighbors at the eclectic Hidamari (Sunshine) Apartments aren't technically family, at least the majority share the bond of being fellow art students. From second year students like Hiro and Sae, who try to behave like helpful older sisters (mostly successfully) to her hyperactive new neighbor, classmate and best friend Miyako (who has the scariest apartment ever) Yuno begins to build the support network she'll need for dealing with strange characters like her oddly masculine landlady, her cosplay obsessed home room teacher, her tooth-chattering principal and all of the other odd denizens who inhabit her chosen world of art. 
(Source: Sentai Filmworks)"
7590,"A heart warming love comedy. Tsuzuki Takumi is a high school boy, who is running a confectionery ""Stray Cats"" with his sister-in-law Otome. Otome is an extremely good-natured person and is always running around to help people. One day she brings home a runaway girl Kiriya Nozomi. Nozomi's closed mind gradually opens to them as she works as a pâtissière at Stray Cats.
(Source: Official Site)"
21158,"An anime adaption of the light novel High☆Speed! 
Before they were making waves in high school, Haru and Makoto took their marks in junior high! Take a dive into the past with your favorite swimming boys and new faces as they learn what it means to work together and make new friends. 
(Source: Funimation)"
127550,"The second season of Kuma Kuma Kuma Bear.
Yuna finds new friends and adventures in the world of her favorite MMO!

(Source: Crunchyroll)"
180292,"Kenichi Hamada is just a regular, middle-aged man working as an illustrator in Japan. One day, he is transported to another world and wakes to find himself in the middle of a dangerous forest filled with ravenous monsters. He quickly discovers a massive online shopping site that can deliver him exactly what he needs. Join Kenichi on his search for relaxation in a new world!

(Source: Crunchyroll)"
98779,"Even when you're fortunate enough to live in a place as beautiful as the country village of Asahigaoka, you should never turn down the chance to explore someplace else. So, when Suguru wins a free trip to Okinawa just as the summer vacation is coming to an end, the town's entire school… all 5 students and 1 teacher, plus the local candy shop owner… can hardly wait for their 3-day trip to begin! Between kayaking, swimming and meeting new people, there's always something fun happening, but the best part of all is that big city girl Hotaru and her new small-town friends all get to explore the wonders of Japan's famous vacation destination together.(Source: Sentai Filmworks)"
165,"In the year 2012 Japan was invaded by the Mu. Human-like beings from another dimension with blue blood.
In the year 2015 Tokyo is attacked by invaders, who are repelled by a humanoid weapon called a Dolem. During the chaos, Ayato Kamina meets Reika Mishima, a classmate.
During that same day, he is attacked by government officials but a woman named Haruka comes to his rescue, informing him that she was sent to get him by the Organization TERRA, and that Tokyo had been sealed in a time rift where time flows one third as fast as the outside world.
He flees from Haruka onto a train where he sees Reika once more. Arriving at the Room of Rah, he follows her to a tremendous egg where the Dolem RahXephon is hatched from, and upon her singing his mother appears atop the Dolem that had stopped the TERRA Invasion. In the battle Ayato's mother is injured, and Ayato flees Tokyo Jupiter with Haruka upon seeing his mother's blue blood."
112296,The fourth season of Strike the Blood.
6164,"Fumi and Akira were close childhood friends until Fumi had to move away. Ten years after losing touch with each other, the two girls meet again as high school freshmen. The two struggle to reconnect after so much has changed, and both deal with the trials and tribulations of high school — sometimes independently and sometimes with each other’s help.
(Source: Anime News Network)"
5962,"A new cast of characters take on the continued battle between good and evil. Ginga, our hero, and his group of loyal friends take on a dangerous group called the Dark Nebula. The Dark Nebula’s sole mission is to take over the world and unleash their evil upon it; but before they can do so, they must destroy Ginga as he is the only person that’s strong enough to stand in their way. The plot thickens as friends become enemies and enemies become allies. Everything starts and ends with Ginga as he struggles to find the strength to defend his world and the honor of Beyblade.
(Source: Beyblade.com)"
140502,"The story centers on Mikoto Shiratori, a childhood prodigy at badminton, but who never recovered from a major loss during a high school competition. Now, he works in the sales department of the Sunlight Beverage company, playing badminton on the side.

(Source: Anime News Network)"
110851,"The story focuses on the background of Mash Kyrielight and Romani Archaman, and the events leading up to the Seventh Singularity, Absolute Demonic Front Babylonia.


This episode aired on August 3, 2019 at Fate/Grand Order Fes. 2019: Chaldea Park. It was available for download on the Fate/Grand Order mobile app, from August 4, 2019 to August 11, 2019."
76,"3rd grader Takamachi Nanoha stumbled upon an injured talking ferret after hearing his telepathic cries for help. The ferret turned out to be Yuuno, an archeologist and mage from another world who had accidentally scattered the dangerous Jewel Seeds throughout Earth. Without the strength to collect the Jewel Seeds, Yuuno had resumed a ferret form and needed someone else to take on the task for him. He gave a red jewel to Nanoha explaining to her with this she could transform and use magic to combat the monsters that threatened them due to the Jewel Seeds. But the monsters are the least of their worries, as Yuuno and Nanoha are not the only ones out to collect the Jewel Seeds."
123330,"The second season of Machikado Mazoku.

Shamiko, AKA Shadow Mistress Yuuko, aims to break the curse placed on her family by the Clan of Light. Along the way, she forms an unlikely allegiance with Momo, a rival from the Light Clan! They’ll need to work together to find another magical girl who’s gone mysteriously missing, and what this? There’s a dangerous force lurking somewhere in the city, plus Shamiko’s mysterious father might be closer than she thinks?

(Source: Sentai Filmworks)"
127368,"Orario has a new natural hot spring thanks to the Dian Cecht Familia, but Naaza of the Miach Familia suspects an elaborate con and needs help to prove it. That means Bell is caught in the middle of an ongoing rivalry between two Familias. Again.(Source: HIDIVE)"
265,"Kimura finally has his championship match. It takes place at the annual champion carnival. But now he must face the intense champion, Mashiba for the Junior Lightweight championship.

(Source: Anime News Network)"
250,"Takamine Kiyomaro, a depressed don't-care-about-the-world guy, was suddenly given a little demon named Gash Bell to take care of. Little does he know that Gash is embroiled into an intense fight to see who is the ruler of the demon world. All of the demons have to pick a master on Earth and duke it out with other demons until one survives. Needless to say, Kiyomaro becomes Gash's master, and through their many battles, Kiyomaro learns the importance of friendship and courage."
985,"It has been thirteen years since the Androids began their killing rampage and Son Gohan is the only person fighting back. He takes Bulma's son Trunks as a student and even gives his own life to save Trunks's. Now Trunks must figure out a way to change this apocalyptic future. 
(Source: Anime News Network)"
9790,"Movie adaptation of the Sora no Otoshimono manga, based on Kazane Hiyori's arc."
6774,"Many patients with different problems visit the psychiatric ward of Irabu General Hospital; a trapeze artist suffering from insomnia after suddenly failing his jumps, a gangster afraid of knives and sharp objects and a business man who has an erection 24 hours a day. They undergo counseling by Dr. Ichiro Irabu, who is the child-like son of the hospital director. His assistant is the sullen faced sexy nurse Mayumi. With his mysterious injections, and advice that does not make sense, Dr. Irabu confuses his patients. But at the end of his unique treatments, the patients are led to digging further into their souls to find peace of mind.
(Source: fujicreative.co.jp)"
176063,"While innocently enjoying himself after work, one man’s life changes forever. He wakes in the body of Liam Hamilton, the youngest son of a noble house on the brink of collapse. Amid the chaos, Liam realizes he finally has time to learn and practice magic. Once he begins, it takes his life for an even bigger turn. Can Liam master magic and save his noble family? The aristocratic fantasy begins!

(Source: Crunchyroll)"
2156,"The Bakugan battle brawlers began when two young boys by the name of Dan and Shun made the rules to a mysterious game played with bakupearls, gate cards and ability cards. No one would ever have guessed what was going to happen next as Dan and his new internet friends battle their way to the bitter end."
166522,"As the war between the Imperial Army and Hellhorde rages on, the Princess, despite being armed with her mythical sword Excalibur, is captured and imprisoned. What kind of torture does she face at the hands of the chief demon interrogator? Fluffy fresh-baked toast! Hot, steaming ramen! Oh, the humanity! Can the Princess withstand these tormenting treats and keep her kingdom’s secrets safe?
(Source: Crunchyroll)"
10805,"An OVA bundled with the 14th volume of the manga, animating chapters 54 and 55 from the 6th volume of the manga."
21249,"The stage is set in “another Japan” as a banquet of diverse superhumans unfolds…

In an imaginary ""age of gods"" about 20 years after the war, Japan has grown and developed by leaps and bounds. What if all the superhumans ever written about in fictional stories existed at the same time? Superhumans who came into existence through different circumstances, and who are special in different ways -- Titans from outer space, lifeforms from a mystical world, phantoms and goblins from ancient times, cyborgs created by scientists, relics that rose out of the ruins of ancient civilizations, and the list goes on. One segment of these superhumans makes no secret of their existence and has gained popularity in society. Others cloak their identities and fight in secrecy.

There are enemies of superhumans as well, organizations that operate in the shadows.

The Japanese government has taken many measures to secure peace and order.

One is the establishment of an organization under the Ministry of Health and Welfare -- the Overpopulation Research Laboratory, a.k.a. the Superhuman Bureau.

Their mission is to identify and approach superhumans, then oversee and safeguard them. One member of the Superhuman Bureau, Jiro Hitoyoshi, is protagonist of this series.

(Source: Official Site)"
101410,"The All-Star Tournament is a three-day event that allows e-sports participants from various professional clubs to display their skills, while also giving casual Glory players the chance to interact with pros in the flesh.

Retired top-tier Glory player Ye Xiu agrees to watch the tournament together with Tang Rou and Chen Guo after the latter manages to get ahold of three tickets. It is a strange sensation for Ye Xiu, as unlike previous occasions, this time he attends the tournament as a spectator, not a participant. However, despite his attempts to keep a low profile, events in the All-Star Tournament may force the former Glory legend back into the limelight."
138425,"Takagi and Nishikata’s final summer in junior high is about to begin, and it’s already off to a heartwarming start! When the pair find an abandoned kitten, they decide to work together and take care of Hana, their adorable new companion until they can locate its missing mother. What follows is the true beginning of this moving story of young love, complete with the delightful teasing and hilarious antics fans have come to expect from this beloved series and its cast of fan-favorite characters.
(Source: Sentai Filmworks, edited)"
132096,"Short animations streamed on Kyoto Animation's YouTube channel in the lead up to the July 7 premiere of the second season.

(Source: Crunchyroll)

Note: This entry's total count includes episodes 1-13 + the 3 SP episodes that released during the second season's run."
157,"10-year old Negi Springfield is a wizard-in-training, and needs only to pass one more test in order to become a Master Wizard. Unfortunately, his final task is a bizarre one- to become a English teacher at an all-females boarding school. As soon as he arrives, he completely embarasses one of his students, Asuna Kagurazaka, and replaces the teacher she loves, which garners her hatred. To make matters worse, Asuna learns that Negi is a wizard,and promises to tell unless he helps her out. But, unfortunately, circumstances force them to work together to do many things, from fighting evil wizards to helping the class pass their final exam, with a lot of humor, magic, and romances thrown in.

(Source: Anime News Network)"
13055,"Episode 0 - ""Fate is... Really...""
Seven months before Chihiro first met Rea, he, his father, Mero and Ranko travel to Tohoku to help sort and move large book collection of father's brother. Along the way, they pass a bridge that seems familiar to Chihiro somehow, which leads him to question why he remembers so little about his mother, Yuzuna. Meanwhile, Rea, who had just finished middle school, faces abuse from Aria as she vents her drunken frustrations on her.

Episode 14 - ""Body of a Zombie... Heart of a...""
As Aria feels lonely without Danichirou, she falls asleep in the bath. Meanwhile, Chihiro and his family discover a strange girl lying under their temple, who doesn't appear to want to say a word to anyone. When Rea searches for her when it is time for dinner, she is pushed down the stairs. The next day, they discover all the nearby hydrangea leaves have been torn apart, and later that night Rea spots the girl making a move on Chihiro.

(Source: Wikipedia)

Note: Bundled with the sixth and seventh limited-edition volumes of the manga."
20720,"Tatsumi is a high school boy who lives by himself. One day, a devastatingly handsome merman named Wakasa moves into the bathtub in Tatsumi's home. Wakasa is a bit self-centered but cute, while Tatsumi is cool but a busybody.

(Source: Anime News Network)"
144932,The second season of EDENS ZERO.
2216,"Two damaged warriors wear the scars of a twisted and violent past. Bitter rivals for the secrets of their master's sword and the right to his daughter, these samurai inflict wounds on each other that would destroy lesser men. The final chapter of their saga unfolds within a brutal samurai tournament, a gruesome contest arranged to satisfy the bloodlust of a cruel tyrant overlord.

The disfigured legends of the blade must summon the strength for one last battle - a final lesson in the artistry of violence where nothing is more beautiful than the kill.

(Source: Funimation)"
168194,"The world is divided into two factions: humans and monsters called katawara. Despite being a katawara, Tama loves humans and vows to protect them from evil, even if it means fighting her own kind. Her brother Jinka, however, hates humans, despite mostly being one. The siblings are joined by a cowardly swordsman named Shinsuke, who wants to learn how to become strong.

When the group uncovers a plot to experiment on humans and transform them into monsters, they vow to defeat whoever is behind it... Even if it means battling an entire army of warriors.

(Source: Crunchyroll)"
140830,"The story centers on two young women golfers named Eve and Aoi Amawashi. The two come from completely different backgrounds, and have the completely opposite play styles, and together they will shake the world of golf.

(Source: Anime News Network)"
21045,"Ritsuka Tachibana has always been a good student, so she is completely shocked when she is suddenly summoned by the student council. And that's only the beginning; from there, her life is turned upside down as her mother gets kidnapped and Ritsuka gets drawn into a world of vampires and devils. Both groups are searching for the ""Grimoire,"" a forbidden item allowing its owner to rule the world.

(Source: IMDB)"
27,"The background is in the distant future after the destruction brought about by Armageddon. The war between the vampires and the humans continue to persist. In order to protect the humans from the vampires, the Vatican has to rely on other allies to counter the situation. The protagonist,  Abel Nightroad, is a traveling priest from the Vatican and a crusnik, a vampire that drinks the blood of vampires. He is a member of the ""Ax"", a special operations group led by Cardinal Catherina Sforza. He encounters a young girl called Esther, who decides to go with him to Rome and train at the Vatican. Soon after he meets her, the order of Rozencreuz, led by Abel's twin, Cain, tries to continue the war so they can rule the world. It's up to Abel and the AX to try and stop them."
166910,"When you're the infamous prodigy hitman known only as “Fable,” many things come easy. Being a normal person, however, isn't one of them. In fact, being told that he can't kill anyone for a while may just be the hardest job Fable’s ever taken...

(Source: Kodansha USA)"
139,"Continuing with their adventure at Greed Island, Gon and Killua train furiously under the guidance of Biscuit for better preparation at attempting the game. With their abilities vastly improving and the threat of player killers menacing Greed Island, Gon and company continue the game despite the dangers that they will face with the game activities and encounters with other players. Based on the manga by Togashi Yoshihiro."
98631,"Six students are each getting on with their lives, and all of them will visit the nearby convenience store after school.

Each goes there for different reasons: to eat ice cream after club activities, to get the latest issue of this week's game magazine, to purchase ingredients, to meet friends, or to stock up on their favorite food. The convenience store becomes the place they can relax and make small memories.(Source: Official Website, edited)"
179965,"Takane Takamine is the goddess of her high school. With perfect grades, athletic prowess, and unrivaled beauty, this student council president is the apple of everyone's eye-including Koushi Shirota, a below-average student with no friends or social prospects whatsoever. But he'll soon find out the secret behind Takamine's unbelievable success-her underwear! When she strips, she can undo any of her past actions, and now that Koushi knows, Takamine won't let him off so easy...

(Source: Yen Press)"
87496,"The anime's story takes place in Japari Park, a ""gigantic integrated zoo."" In the zoo, due to the mysterious ""sand star"" substance, the animals start turning into human-shaped creatures called Animal Girls. Japari Park is a place where many people visit and have fun at, but one day a lost child wanders into the park. The lost child starts a journey to return, but because so many Animal Girls join in on the quest it becomes an unexpected grand adventure.

(Source: Anime News Network)"
135,"With a two-tone hairstyle and a streak of immaturity, Hikaru Shindou finds an old Go board with a hidden surprise - trapped within the Go Board is Fujiwara-no-Sai, the ghost of an ancient Go master! In the blink of an eye, Sai becomes part of Hikaru's consciousness and soon begins to learn the true essence behind this ancient game of skill and strategy.

(Source: Viz Media)"
20986,"This is the story of the Chain Chronicle, a book that describes everything that happens in the world. The citizens of the remote continent of Yggd once thought that there was nothing beyond their continent. The continent was divided into several regions, each with its own king. Though there were small skirmishes amongst them, a lord, chosen by the kings in conference, always maintained balance, until the evil Black Army arrived. The Volunteer Army, led by Yuri, was no match for the Black Army. During the fighting, the Lord of Black captures half of the Chain Chronicle, as well as the capital.

(Source: Anime News Network)"
147105,"In a world where everyone takes wonders like magic spells and dragons for granted, Coco is a girl with a simple dream: she wants to be a witch. But everybody knows magicians are born, not made, and Coco was not born with a gift for magic. Resigned to her un-magical life, Coco is about to give up on her dream to become a witch … until the day she meets Qifrey, a mysterious, traveling magician. After secretly seeing Qifrey perform magic in a way she’s never seen before, Coco soon learns what everybody “knows” might not be the truth, and discovers that her magical dream may not be as far away as it may seem... 

(Source: Kodansha USA)"
10049,"At first glance, Nura Rikuo seems like nothing more than a normal middle-schooler. In actual fact, he is grandson of Nurarihyon, master of a youkai clan. Having only recently resolved the hostilities between the Nura Clan and the Shikoku Yokai, Rikuo finds no rest as an ancient enemy of the Nura Clan, Haguromo-Gitsune, resurfaces. After 400 years of inactivity, Haguromo-Gitsune suddenly sweeps through Kyoto with overwhelming power."
21731,"In Osaka in the year ""AD20XX,"" Hand Shakers are partners who can summon ""Nimrodes,"" weapons born from their deep psyche by joining hands. In order to grant the pair's wish, the Hand Shakers compete with and fight other Hand Shaker pairs. The top pair will then meet and challenge ""God.""

(Source: Anime News Network)"
103222,"Legends, myths, magic... Humanity has finally had a chance encounter with a world that had been all but forgotten among all its scientific developments. However, this reunion is not a happy one. Monsters invading from the world of the dead render modern weapons useless, leaving the fate of humanity uncertain. But with help from the Otherworld Trade Agreement, mankind gains a possible means of returning from the brink of death in the form of magical girls. These girls finally lead humanity to victory. However, even this victory proves to be no more than the beginning of a new battle.

(Source: Crunchyroll)"
172453,"After a traffic accident, 52-year-old civil servant Kenzaburou Tondabayashi awakens to find he's become Grace Auvergne, a duke's daughter, and more importantly the villainess of an otome game. Not wanting to get in the way of the happy endings of the young characters around him, Grace sets out to play the role of the villain, but whether it's due to Kenzaburou's memories of being an affectionate parent getting in the way or not being able to remember those pesky foreign names properly, it ends up being a lot harder than it looks..."
123779,"As long as hearts exist inside people, there will always be those who suffer. And then something ""strange"" enters their mind and causes a strange disease to manifest itself in the body. The illness, which is called a ""mystery disease"" is unknown to most, but certainly exists. There is a doctor and apprentice who fights the disease, which modern medicine cannot cure.
 
His name is Ramune.
 
He acts freely all the time, is foul-mouthed, and doesn’t even look like a doctor! However, once he is confronted with the mysterious disease, he is able to quickly uncover the root cause of his patients' deep-seated distress and cure them.
 
And beyond that...

(Source: Crunchyroll)"
1594,"Ai Enma once again returns as the Jigoku Shoujo, who uses Jigoku Tsuushin (Hell Hotline) to allow people to post their grudges on their tormentors, sending them straight to Hell. In exchange, the users of the website will end up in Hell after they die. Meanwhile, a mysterious girl with blue eyes called Kikuri appears and seems to have strange intentions towards Ai and Jigoku Tsuushin's operation. 
(Source: Anime News Network)"
601,"Cat Soup is an extremely difficult film to describe, due to its awesome surrealism and almost nonexistant dialogue. It is more a work of art than an anime. There are many underlying themes, such as the transcience of man's existence, but it can be enjoyed without understanding any of them. The plot, though simple, isn't necessarily understandable without being explained. The main character, a cat named Nyatto, embarks upon a journey to save his sister's soul, which was ripped in two when Nyatto tried to save her from Death. She trails after him, brain-dead. They encounter many brilliant, mind-bending situations, beginning with a disturbing magic show.

(Source: Anime News Network)"
1639,"During summer vacation, Tamotsu is on break from work happens to visit a particular café. It is at this café that Tamotsu meets Pico, who works there for his grandfather. Tamotsu instantly falls for Pico, believing that Pico is a girl because of his feminine appearance. However, to his disbelief, Pico claims he actually is a guy. Undeterred, Tamotsu pursues a sexual relationship with Pico, to an extent where he even persuades Pico into wearing girl clothes. When Pico asks what is he to Tamotsu, he finds himself unable to answer...
(Source: MAL Rewrite)"
126287,Independent Short by Shingo Tamagawa.
469,"Maaka Karin comes from a family of vampires living in Japan, but she is not a normal vampire. Vampires are normally supposed to drink the blood of their victims but Karin suffers from a condition that causes her body to produce excessive amounts of blood. About once a month, she has to get rid of the excess blood by giving it to her ""victims."" But she somehow manages to go to school like everyone else her age.
Well, things are about to get more complicated. When a new student, Usui Kenta transfers into Karin's class, she starts producing unusually huge amounts of blood, almost as if in reaction to him. Worse, he happens upon Karin's true nature..."
13391,"Angela Balzac is an agent at the space station DEVA, whose inhabitants have no physical bodies, their minds digitized and processed into a virtual reality environment. After failing to track down the hacker known as ""Frontier Setter"", she is tasked to look for him down on Earth, now a barren planet where the rest of the humans live.

(Source: Wikipedia)"
20628,"In humanity's distant future, two interstellar states—the monarchic Galactic Empire and the democratic Free Planets Alliance—are embroiled in a never-ending war. The story focuses on the exploits of rivals Reinhard von Müsel and Yang Wen Li as they rise to power and fame in the Galactic Empire and the Free Planets Alliance."
117696,"I made the light, the water, and the earth below. Now it's time to make the life that dwells upon it. Actually... that sounds like a giant headache, so I'll contract it out! Heaven's Design Team is an agency that creates made-to-order life forms for their client, God. Why does this life form look like that? Why does this life form live this way? Watch the trials and successes of the designers and engineers forced to breathe life into God's absurd requests!

(Source: Crunchyroll)"
21201,"The year is 1983. The Cold War is in full effect, and humanity is under attack. Strange aliens, given the name ""BETA,"" have descended to Earth and have been destroying all life. Soldiers have been tasked with piloting large combat suits called Tactical Surface Fighters (TSF) to repel the alien invaders, but the front line is slowly being pushed back towards the surviving cities.

Schwarzesmarken follows the story of Theodor Eberbach and the other members of the 666th TSF Squadron Schwarzesmarken (Black Marks), a ruthless unit that values a mission's completion over human life. Stationed in East Germany on the Oder-Neisse line and led by war hero Captain Irisdina Bernhard, the unit specializes in counterassault attacks on laser-class BETA. But the 666th Squadron finds itself with more enemies than just the alien forces when optimistic rookie Katia Waldheim joins the squadron, drawing the attention of East Germany's secret police, the Stasi."
1536,"The story begins when high school student Kazuki Muto is killed one night saving a mysterious girl from a monster, only to wake up in his school dorm, believing it to have been a dream. However, he soon finds out that dream wasn't a dream at all when a giant serpentine monster attacks him and his sister. Tokiko Tsumura, the girl he saved, explains that the monster is a homunculus. Kazuki had been attacked and killed by it when he was rescuing her. However, she, feeling responsible for him, revived him by placing a Kakugane medallion in his chest, serving as a replacement heart.
The Kakugane, as Tokiko explains, is an alchemical device that, when activated, takes a certain form based on the Kakugane's user, forming a unique Buso Renkin. The Buso Renkin is the only thing that can destroy a homunculus monster. Using this, Kazuki creates his own Buso Renkin (the ""Sunlight Heart"", a huge lance). Along with Tokiko and her own Buso Renkin (the ""Valkyrie Skirt"", an execution scythe), Kazuki joins the fight against the homunculi and their master."
17082,"The story centers around Amaya, Iwasawa, and Uehara—three ""annoying, spirited high school girls with zero motivation""—and their classmates. Their daily life is ""what happens when there is nothing happening.""

(Source: Anime News Network)"
113290,Second season of Cike Wu Liuqi.
121034,The second part of Date A Bullet.
98884,A compilation film depicting the match against Aoba Johsai High School in the second season of the anime series. It will also include new scenes portraying what happened after the match.
20843,"Metropolis of music, MIDICITY. A kitty girl wearing gothic lolita clothing named Cyan is scouted by Maple Arisugawa, the president of a music agency. From there, she meets Chuchu (a pun off of the sound that rabbits make) the honor student rabbit girl, a net geek dog girl named Retoree (from ""Retriever""), and an alien sheep (?) girl named Moa. Together, they form the band named ""Plasmagica,"" and aim for the top of the world.

However, the path there is long and tough, and keeping in high spirits is important. By battling against other strange bands, Plasmagica slowly grows toward a top-grade band. In the end, they'll be a band that becomes the driving force of MIDICITY's music industry... Maybe?

Gonna be a music millionaire!

(Source: Anime News Network)"
99900,"The manga depicts the craft of movie-making and revolves around Joelle Davidovich ""Pompo"" Pomponette, a talented movie producer who looks like a little girl.

Operating out of the movie capital ""Nyallywood,"" Pompo has been shooting one B-grade entertainment flick after another that anyone would enjoy. One day, Pompo's ""movie buff"" assistant Gene spots a new script written by Pompo, and is moved by its exquisite story. In a fit of passion, he proclaims, ""I want to see this as a finished work in theaters as soon as possible!""

However, Pompo tells him, ""So you shoot this film."" Thus, Gene takes on his first directing gig. Meanwhile, Natalie, an ordinary girl who just arrived in town with movie actress dreams, has been discovered by Pompo.

(Source: Anime News Network)"
160589,"The anime will adapt the ""Countermeasures Committee"" arc.

The city's academies are divided into their own districts and are considered mostly independent.

The General Student Council acts as governing board to manage the academies as a whole. However, the group's ability to govern has come to halt since the mysterious disappearance of the General Student Council president. Countless issues have begun to surface throughout Kivotos in the absence of the president's leadership.

To avoid disaster, the General Student Council requests assistance from the Federal Investigation Club, otherwise known as Schale. In fact, Schale is the city's newest club and the last to be approved before the president's disappearance.

To accomplish its task, Schale relies on the guidance of a Sensei who can help them resolve the incidents around Kivotos. (Students are required to carry personal weapons and smart phones! Get a taste of the military action, love, and friendship the Academy City has to offer!) (Source: Anime News Network, Nexon, edited)"
173780,"The fourth season of Tate no Yuusha no Nariagari.

The Return of the Exiled━

(Source: Official Twitter)"
1121,"This is the 6th Movie.
Satoshi, Haruka, Takeshi, and Masato come upon the festival of the Wishing Star of Seven Nights. During their enjoyment, the legendary pokemon, Jirachi, decends from the heavens and befriends Masato. Jirachi, with the power to grant any wish, is sought after by many people wanting to claim its power. One man seeks to use its legendary power to revive an ancient pokemon known as Groudon, unaware of the dangers hidden within Jirachi's powers
(Source: Anime News Network)"
7588,"Masterless samurai Akitsu Masanosuke is a skilled and loyal swordsman, but his naïve, diffident nature has more than once caused him to be let go by the lords who employ him. Hungry and desperate, he agrees to become a bodyguard for Yaichi, the charismatic leader of a group calling itself “Five Leaves.” Although disturbed by the gang’s sinister activities, Masa begins to suspect that Yaichi’s motivations are not what they seem. And despite his misgivings, the deeper he’s drawn into the world of the Five Leaves, the more he finds himself fascinated by these devious, mysterious outlaws.

(Source: Viz Media)"
5355,"Sengoku Basara drops you directly into the burning battlefields of feudal Japan, where rival warlords hack and slash their way to total domination. Each conqueror wields a special attack that boosts their powers of devastation, and each commands a horde of relentless warriors. But when a supreme evil - the Demon Lord - threatens the land, these fierce generals launch a co-op campaign of annihilation and build an army of armies to obliterate their common foe.

As the front line grows crowded with gun-toting, mechanized samurai and mystical ninja, some will say that war is hell - but Sengoku Basara proves it can also be kick ass.

(Source: Manga Entertainment)"
20542,"The story revolves around heroine Yui Kusanagi, who is ordered by Zeus, a god and the headmaster of a school he created, to teach the meaning of love to young and handsome gods. The reason he has for doing this is to cancel the negative effects of the weakening bond between the world of the divine and the world of the humans.



(Source: Anime News Network)"
101965,Extra episode of Sword Art Offline included in the Sword Art Online: Ordinal Scale Blu-ray and DVD
4026,"On the other side of the world, there exists another mysterious, mirror-like dimension known as the Reverse World.  In this unique space lives the legendary Pokemon Giratina, a god-like Pokemon who soon finds itself in a great struggle with the legendary Pokemon Dialga!  Why are these two Pokemon fighting?  And what is the secret of this Reverse World?
Meanwhile, Satoshi and his friends are traveling when they are greeted by yet another legendary Pokemon, Shaymin.  This cute and somewhat cheeky Pokemon holds the secret to the battle between the two god Pokemon, but something unexpected happens to it during its journey.  In order to save both worlds, Satoshi joins forces with it to stop the fighting once and for all!"
21832,"It is the 2030s. The Boy Detectives Club gathers under Kogorou Akechi, the mysterious detective. The group solves cases great and small using their unique skills. One day, a member of the club, Kensuke Hanazaki, meets the boy Yoshio Kobayashi. Kobayashi's body cannot die due to the effects of the ""Unidentifiable Mist,"" but he yearns for death, and shirks from contact with other people. Taking an interest in him, Hanazaki invites him to join the Boy Detectives Club. Their meeting is connected to the fate tying together Kogorou Akechi, and the era's greatest villain, the Fiend With Twenty Faces.

(Source: Official Website)"
97637,"The staff of Eagle Jump take a long awaited vacation to a ski resort, celebrating the release of their latest iteration of the 'Fairies Story' game. Being her first company trip, Aoba Suzukaze is excited for it, but is also apprehensive as she has no prior skiing experience. Join Aoba and her colleagues as they de-stress and enjoy their time at the resort."
97665,"Second season of Rewrite, covering the Moon and Terra routes."
20802,"It's been six years since that summer adventure when Taichi Yagami and the rest of the DigiDestined crossed over to the Digital World. And nearly three years have passed since the final battle between Hikari Yagami's group and BelialVamdemon. As the peaceful days passed by, at some point the gate to the Digital World closed. Not even the DigiDestined know what caused this, and time alone continues to pass.

On one such day, a Kuwagamon suddenly appears in Odaiba. Its rampage leaves the town in ruins, and the people there in turmoil. Taichi happens to catch sight of the Kuwagamon, and he chases after it all by himself in an effort to halt its rampage. But there's nothing he can do against a Kuwagamon.

""It's no use... I can't do anything about this alone...""
Just as the Kuwagamon roars and attacks Taichi, his Digivice begins to emit a bright light...

""Taichi, look how big you've grown!""
With the sound of that nostalgic voice, the story once again begins to move in a big way.

(Source: Official Website)"
169927,"After a long day, high schooler Shintarou Tokumitsu’s plans for relaxing in his studio apartment take a turn when he discovers an angel on his balcony. The divine girl, Towa, reveals she’s there to study humanity, and yet despite his skepticism, he agrees to put her up. Prepare for the most heavenly and high jinks roommate experience of all time!

(Source: Crunchyroll)"
